Suburb,Type,Lattitude,Longtitude,Landpercentage
Gowanbrae,t,-37.7867,144.9342,30
Cheltenham,h,-37.7664,145.0884,30
Moonee Ponds,h,-37.8183,145.0371,30.05952381
Northcote,h,-37.702,145.0324,30.06535948
Camberwell,h,-37.789,145.0791,30.15151515
Williamstown,h,-37.8961,145.0125,30.16759777
Donvale,h,-37.7306,144.9993,30.18867925
Preston,h,-37.8374,144.9495,30.20134228
Fitzroy North,h,-37.7833,144.98521,30.24193548
Reservoir,h,-37.7767,144.9403,30.25210084
North Melbourne,u,-37.8433,145.0024,30.28846154
Williamstown,h,-37.847,144.9575,30.33175355
Prahran,h,-37.771,144.9974,30.33707865
Maidstone,h,-37.7132,145.0075,30.33707865
Airport West,t,-37.8064,145.0451,30.37766831
Niddrie,u,-37.8232,145.0002,30.37974684
Sunshine West,h,-37.8785,145.1529,30.41666667
Rowville,h,-37.7893,145.092,30.43478261
Yarraville,h,-37.7893,145.092,30.43478261
Kew East,u,-37.9179,145.0592,30.43478261
Surrey Hills,h,-37.85682,145.10873,30.43478261
Camberwell,h,-37.712,144.9175,30.43478261
Balwyn,t,-37.7082,144.9178,30.48780488
Ormond,h,-37.86837,144.81502,30.5
Kensington,h,-37.85231,144.96373,30.50847458
Glen Waverley,h,-37.73697,144.97568,30.56478405
Elwood,h,-37.86409,144.88224,30.58035714
Balwyn North,h,-37.7308,144.9832,30.63583815
Clifton Hill,h,-37.7938,145.0321,30.64516129
Boronia,h,-37.9257,145.0735,30.65693431
Essendon,t,-37.78606,144.87205,30.68783069
Reservoir,h,-37.7919,144.9884,30.71428571
Ormond,h,-37.91503,145.00888,30.72463768
Balwyn,u,-37.79798,145.06349,30.74074074
Port Melbourne,h,-37.9197,145.057,30.74324324
Spotswood,h,-37.77459,144.92993,30.83333333
Thornbury,h,-37.8919,145.0781,30.86756757
Surrey Hills,h,-37.79057,144.82188,30.92105263
Malvern East,t,-37.8166,144.9987,30.99415205
Glenroy,u,-37.81547,144.89475,31.05022831
Maidstone,t,-37.7388,144.89984,31.08695652
Seaholme,h,-37.8137,145.11013,31.09452736
Hawthorn East,h,-37.70201,144.90146,31.11111111
Camberwell,h,-37.92967,145.04474,31.12947658
Doncaster East,h,-37.749,144.8599,31.25
Kew,t,-37.87,144.825,31.25
Keilor East,h,-37.8169,145.021,31.3253012
Reservoir,h,-37.7591,144.8923,31.33640553
Surrey Hills,h,-37.71122,144.91863,31.37254902
Aberfeldie,h,-37.7829,144.9788,31.38297872
Hadfield,h,-37.8933,145.0546,31.38461538
West Melbourne,u,-37.7892,144.9999,31.41025641
Hawthorn,u,-37.70168,144.94862,31.44329897
Surrey Hills,h,-37.72623,144.94521,31.51515152
Surrey Hills,h,-37.71865,144.95018,31.5503876
Camberwell,u,-37.75845,144.93448,31.55893536
Doncaster,h,-37.78346,144.9283,31.57894737
Brunswick West,u,-37.86115,145.03217,31.57894737
Burwood,h,-37.89334,145.05463,31.59509202
Brunswick East,h,-37.854,145.0542,31.59851301
Yarraville,h,-37.7836,144.985,31.60621762
Strathmore,h,-37.7932,145.1275,31.62393162
Richmond,h,-37.8459,144.9555,31.66666667
Northcote,t,-37.81443,144.99079,31.66666667
Northcote,h,-37.81443,144.99079,31.66666667
Brunswick,h,-37.86339,144.97856,31.66666667
Abbotsford,h,-37.75861,144.86687,31.68604651
Kensington,t,-37.7698,144.9214,31.70731707
Heathmont,h,-37.7798,144.8661,31.77570093
Hampton,h,-37.8784,144.98019,31.78807947
Bentleigh,u,-37.80509,145.05572,31.78807947
Moonee Ponds,h,-37.7791,145.0306,31.81818182
Warranwood,h,-37.82834,145.03937,31.81818182
Alphington,u,-37.79058,144.94253,31.93277311
Ormond,h,-37.8381,144.9329,32
Balwyn North,h,-37.8044,145.1006,32.00883002
South Yarra,h,-37.7746,144.8727,32.0683112
Reservoir,t,-37.7257,145.0243,32.09302326
Kew East,h,-37.76281,145.09159,32.12290503
Kew East,t,-37.9245,145.0507,32.13114754
Malvern East,h,-37.756,144.95869,32.21757322
Hawthorn East,t,-37.90866,145.07533,32.22222222
Croydon Hills,h,-37.8576,144.8992,32.24932249
Fitzroy,h,-37.77559,145.17933,32.26666667
Moonee Ponds,h,-37.81007,145.06792,32.28346457
Coburg,t,-37.7166,144.9911,32.32323232
Williamstown,h,-37.7819,144.9824,32.35294118
Northcote,h,-37.8468,144.874,32.37410072
Murrumbeena,h,-37.8727,145.0458,32.44680851
Malvern,h,-37.7726,145.0048,32.44897959
Glen Iris,h,-37.8289,144.8671,32.45033113
Canterbury,u,-37.70426,145.01204,32.45033113
Glen Waverley,h,-37.756,144.9587,32.5
Hillside,h,-37.7609,144.9296,32.53012048
Mont Albert,h,-37.7297,144.9645,32.58426966
Avondale Heights,h,-37.8243,145.0328,32.59668508
Balwyn North,u,-37.7923,145.0595,32.66129032
Ormond,h,-37.87309,145.23078,32.67108168
Glen Iris,h,-37.71344,144.89478,32.67973856
Elwood,u,-37.7927,144.9796,32.69230769
Maribyrnong,u,-37.78643,144.92482,32.73542601
Blackburn South,h,-37.73849,144.92661,32.80182232
Braybrook,h,-37.70202,144.89983,32.8125
Brunswick,h,-37.7759,144.8552,32.84210526
Ringwood,h,-37.9079,145.0707,32.86384977
Balwyn North,h,-37.7865,144.8605,32.87037037
Sunshine West,h,-37.7756,144.9891,32.91139241
Glenroy,h,-37.8886,145.052,32.91139241
Keilor East,h,-37.8246,145.026,32.92682927
Brunswick,h,-37.7389,144.8998,32.95454545
Oakleigh,h,-37.8268,145.0129,32.98611111
Clifton Hill,h,-37.92285,145.18549,32.99492386
Footscray,h,-37.79524,144.94642,33
Ferntree Gully,h,-37.9118,144.9984,33.00589391
Kew,u,-37.6979,144.941,33.03964758
Brunswick East,t,-37.7807,144.9288,33.05084746
Elwood,h,-37.7677,145.0085,33.13953488
Camberwell,h,-37.83909,145.26075,33.15508021
Kew,h,-37.80984,145.08321,33.16666667
Kew East,u,-37.7704,144.9162,33.1797235
Glen Iris,h,-37.84506,145.05246,33.20754717
Balwyn North,h,-37.8613,145.0393,33.2197615
Ripponlea,u,-37.7961,144.9538,33.33333333
Sunshine,h,-37.84477,144.98781,33.33333333
Keilor East,h,-37.8411,144.9497,33.33333333
Ormond,h,-37.8338,144.9474,33.33333333
Kingsbury,h,-37.83212,144.94331,33.33333333
Toorak,u,-37.78469,145.03239,33.33333333
Elsternwick,h,-37.892,145.0482,33.33333333
Ashburton,h,-37.7177,144.9328,33.33333333
Kew,h,-37.8742,145.105,33.33333333
Balwyn,h,-37.80198,145.06523,33.43239227
Carnegie,u,-37.8425,145.0031,33.51955307
Keilor East,h,-37.8875,145.14467,33.55350066
St Kilda,h,-37.87591,145.13958,33.57400722
Bentleigh,t,-37.7769,144.9691,33.57933579
Yarraville,h,-37.7091,145.0259,33.66336634
Glen Iris,u,-37.7518,144.8897,33.66336634
Newport,h,-37.8193,144.9976,33.68421053
Tullamarine,h,-37.82644,145.04792,33.75
Middle Park,h,-37.8344,145.0422,33.75394322
Hawthorn East,h,-37.74103,144.8851,33.75394322
Coburg North,h,-37.8477,144.8706,33.77926421
South Melbourne,u,-37.9172,145.0214,33.79174853
Doncaster East,h,-37.74266,144.88577,33.8
Hadfield,h,-37.77169,144.97557,33.8028169
Preston,u,-37.748,144.9602,33.8762215
Reservoir,u,-37.79646,144.99225,33.88888889
Northcote,h,-37.8345,144.9685,33.91304348
Brunswick,h,-37.8346,144.9373,33.96226415
Bayswater,h,-37.844,145.0496,34
Camberwell,t,-37.85156,145.16923,34.01360544
Hadfield,h,-37.8726,144.7814,34.02061856
Keilor Park,h,-37.69824,145.02372,34.02777778
Kew,h,-37.9159,145.0787,34.05405405
Mulgrave,h,-37.9196,145.0205,34.12462908
Ormond,u,-37.8315,144.8693,34.12698413
Camberwell,h,-37.78817,144.87873,34.13173653
Williamstown,h,-37.85235,144.98723,34.14634146
Reservoir,h,-37.8043,144.9437,34.16149068
Kew East,t,-37.899,144.9901,34.17085427
Richmond,u,-37.7797,144.9861,34.21052632
Newport,h,-37.8443,144.9481,34.22818792
Elwood,u,-37.8044,144.9481,34.23423423
Fitzroy North,h,-37.7708,145.0054,34.26573427
Mount Waverley,h,-37.7064,145.0264,34.31372549
Bentleigh,h,-37.78667,144.88834,34.34343434
Hawthorn,h,-37.8694,145.0296,34.34903047
Canterbury,h,-37.95653,145.06708,34.50292398
Cheltenham,h,-37.74566,144.89346,34.52914798
Brunswick West,h,-37.82324,145.01331,34.54545455
Elwood,u,-37.7897,144.9992,34.55497382
Hawthorn,h,-37.8671,144.9001,34.61538462
Balwyn,h,-37.92893,145.04581,34.64052288
Camberwell,h,-37.76181,144.89327,34.64991023
Yarraville,h,-37.77326,144.99688,34.7972973
Middle Park,h,-37.8473,144.9495,34.83146067
Kew,h,-37.78899,145.07913,34.84848485
Carlton,u,-37.8439,144.9878,34.92063492
Croydon,u,-37.8946,145.0944,35
Balwyn North,t,-37.91017,145.11488,35
Hawthorn East,u,-37.91653,145.05705,35
Caulfield East,h,-37.9124,145.0132,35.01683502
Sunshine West,t,-37.7835,144.9816,35.02538071
Brighton East,h,-37.8742,145.07,35.04273504
Balwyn North,h,-37.87426,145.0891,35.06097561
Huntingdale,h,-37.7461,144.9173,35.14285714
Hillside,h,-37.74319,144.97717,35.16483516
Glenroy,h,-37.75715,144.96824,35.18518519
Aberfeldie,h,-37.75986,144.96671,35.22012579
Brighton,h,-37.7798,144.9952,35.22267206
Parkville,h,-37.8281,144.9923,35.22727273
Pascoe Vale,h,-37.757,144.9251,35.27980535
Footscray,u,-37.79489,144.94207,35.29411765
Brunswick West,h,-37.709,144.8964,35.34883721
Caulfield South,h,-37.8365,144.9631,35.35911602
Brunswick,h,-37.79067,144.92844,35.37414966
Kew East,h,-37.88007,145.12328,35.38230885
Balwyn,h,-37.90532,145.19323,35.40372671
Balwyn North,h,-37.8953,145.0567,35.46099291
Croydon North,h,-37.8159,145.0902,35.48387097
Tullamarine,h,-37.7186,144.9306,35.50295858
Coburg,h,-37.8699,145.0778,35.50724638
Ascot Vale,h,-37.82241,145.00235,35.55555556
Hawthorn,h,-37.8528,145.1129,35.58282209
Reservoir,h,-37.8522,144.986,35.66878981
Balwyn North,u,-37.7546,144.9713,35.68627451
Glen Iris,h,-37.87421,145.04958,35.6884058
Bentleigh East,h,-37.8476,144.9892,35.71428571
Gowanbrae,h,-37.76806,144.9598,35.71428571
Balwyn,h,-37.8891,145.0102,35.71428571
Collingwood,h,-37.86558,144.90474,35.75418994
Cheltenham,h,-37.7966,145.1021,35.76923077
Williamstown,h,-37.7784,144.97404,35.77235772
Hampton,h,-37.7634,144.9403,35.79418345
Brunswick East,h,-37.7733,145.12795,35.79545455
Glen Iris,h,-37.77804,144.81643,35.82887701
Coburg,t,-37.76508,144.83629,35.83038869
Airport West,h,-37.7712,144.8763,35.87443946
Niddrie,u,-37.812,144.9939,35.8974359
Clifton Hill,h,-37.7902,144.93192,35.93939394
Coburg,h,-37.79025,144.94093,35.98130841
Malvern East,h,-37.78363,144.92997,36
Bentleigh East,h,-37.7959,144.8989,36
Kew,u,-37.86032,145.11546,36.08562691
Bulleen,h,-37.82832,145.09242,36.10315186
Port Melbourne,h,-37.8268,144.8675,36.11111111
Balwyn North,h,-37.7431,144.88722,36.11111111
Yarraville,u,-37.83913,144.9482,36.15384615
Templestowe Lower,h,-37.92985,145.25184,36.25498008
Kew,h,-37.8337,144.8554,36.25730994
Moonee Ponds,h,-37.82132,145.00973,36.2962963
Ashwood,h,-37.7822,144.8922,36.30769231
Glen Iris,h,-37.81083,145.04567,36.31436314
Glen Iris,h,-37.78707,144.89842,36.34085213
Malvern East,h,-37.75014,144.87182,36.38025594
Balwyn North,h,-37.9294,145.041,36.41618497
Newport,t,-37.8459,145.088,36.49635036
Camberwell,h,-37.72156,145.01103,36.55913978
Richmond,h,-37.85508,144.968,36.58536585
Williamstown,h,-37.79773,145.15141,36.61971831
Boronia,h,-37.9132,145.0251,36.62477558
Doncaster,h,-37.85134,144.88636,36.65
Bulleen,t,-37.8322,144.947,36.66666667
Blackburn South,h,-37.7715,145.0075,36.66666667
Oakleigh,h,-37.77561,144.91695,36.68341709
Glen Iris,h,-37.8477,144.8753,36.74911661
Bentleigh,h,-37.8083,144.8775,36.75213675
Coburg,h,-37.84517,144.98727,36.7816092
Surrey Hills,h,-37.7263,144.8584,36.7965368
Flemington,h,-37.74351,144.92174,36.80241327
Hawthorn,u,-37.93487,145.00093,36.81818182
Balwyn,h,-37.79799,145.10165,36.84210526
Oakleigh East,h,-37.8859,145.0934,36.875
Balwyn,h,-37.8266,144.9894,36.88212928
Preston,h,-37.84588,144.95559,36.8852459
St Kilda,u,-37.7831,144.9751,36.92307692
Mulgrave,h,-37.85759,144.87952,36.92307692
Flemington,h,-37.8445,144.9489,36.93693694
Glenroy,h,-37.91324,145.02513,36.96428571
Hampton,u,-37.77727,144.92655,36.96498054
Glen Waverley,h,-37.7177,144.9321,36.97916667
Camberwell,h,-37.8798,145.2775,36.98630137
Albert Park,h,-37.7581,144.9414,37.05882353
Northcote,h,-37.7544,144.9325,37.11340206
Cheltenham,h,-37.7946,144.8903,37.12121212
Gowanbrae,h,-37.709,145.0219,37.12121212
Highett,u,-37.709,145.0219,37.12121212
Balwyn,h,-37.73972,144.87343,37.1257485
Kew,h,-37.77856,144.82443,37.14285714
Essendon,h,-37.7311,144.9395,37.17948718
Essendon,h,-37.7777,144.9221,37.18411552
Camberwell,h,-37.9176,145.009,37.20508167
Preston,h,-37.8078,144.8825,37.22627737
Glen Iris,h,-37.7907,145.0907,37.23684211
Clifton Hill,h,-37.8147,145.0438,37.25
Ascot Vale,h,-37.8285,145.0022,37.25490196
Balwyn North,h,-37.7231,144.8802,37.26708075
Carnegie,h,-37.8477,144.9558,37.27272727
Kew,u,-37.8824,145.1042,37.28813559
Forest Hill,h,-37.7523,145.0091,37.3015873
Hampton East,t,-37.7701,144.8791,37.33333333
Balwyn,u,-37.8563,145.072,37.34939759
Doncaster,h,-37.8748,144.9778,37.35632184
Glen Iris,h,-37.7493,144.8901,37.35955056
Glen Iris,u,-37.8451,145.0525,37.37024221
South Yarra,u,-37.80779,144.88887,37.37373737
Richmond,h,-37.77081,144.96318,37.41007194
Maribyrnong,h,-37.81384,145.00358,37.43589744
Altona Meadows,h,-37.7926,144.9197,37.44075829
Brunswick West,t,-37.8042,145.0572,37.47645951
Hughesdale,t,-37.7743,144.9637,37.5
Hughesdale,h,-37.79612,144.98164,37.5
North Melbourne,h,-37.8179,144.8908,37.5
Hampton,h,-37.866,145.0549,37.5
Malvern East,h,-37.73771,144.9881,37.5
Glen Iris,u,-37.832,145.0853,37.57309942
Ferntree Gully,u,-37.7514,145.0118,37.60683761
Hawthorn East,u,-37.8165,145.0981,37.6119403
Mitcham,h,-37.9075,145.061,37.61904762
Camberwell,h,-37.95746,145.06888,37.64258555
Hampton East,h,-37.8554,145.1089,37.64705882
Kew,h,-37.9155,145.0243,37.65112263
Kew,u,-37.9155,145.0243,37.65112263
Kew,h,-37.852,145.07321,37.65281174
Prahran,u,-37.8431,144.9565,37.69230769
Kew,h,-37.94996,145.0452,37.7245509
Fairfield,h,-37.8525,144.9881,37.76223776
Maribyrnong,h,-37.7287,144.9869,37.83783784
Balwyn North,h,-37.7251,144.8621,37.88819876
Collingwood,u,-37.7807,144.9285,37.90322581
Yarraville,h,-37.78,144.9295,37.96095445
Niddrie,h,-37.8973,145.0596,37.96296296
Glen Iris,u,-37.7634,144.8859,37.97468354
Cheltenham,h,-37.8128,145.0975,37.98076923
Wheelers Hill,h,-37.8693,145.08,38.00623053
Windsor,u,-37.81284,144.89159,38.00904977
Glen Iris,h,-37.80259,145.09878,38.01369863
Malvern East,h,-37.8365,145.0802,38.03278689
Essendon,h,-37.7424,144.961,38.05309735
Carlton North,h,-37.7824,144.9243,38.05309735
Brunswick East,h,-37.7597,144.9545,38.0952381
Blackburn,u,-37.8509,145.1119,38.1443299
Niddrie,h,-37.75382,144.89167,38.15028902
Balwyn,h,-37.84426,144.87911,38.15028902
Brighton,h,-37.85356,144.96415,38.16425121
Airport West,h,-37.9153,144.9924,38.18181818
Moonee Ponds,h,-37.81309,145.01736,38.19742489
Yarraville,h,-37.8499,145.0814,38.21656051
Newport,h,-37.70864,144.89595,38.24884793
Hawthorn,h,-37.9104,144.9999,38.26638478
Hawthorn East,u,-37.78298,145.17682,38.27160494
Balwyn,h,-37.8502,144.8939,38.27586207
Highett,h,-37.75728,144.85825,38.30845771
Sunshine West,t,-37.8264,145.0123,38.31168831
Ferntree Gully,h,-37.95372,145.00608,38.32020997
Southbank,u,-37.7766,144.9143,38.33333333
Strathmore,h,-37.8638,145.0298,38.33333333
Airport West,u,-37.7709,144.9288,38.33865815
St Kilda,h,-37.8707,145.0482,38.34951456
Bentleigh East,h,-37.9427,145.0085,38.35820896
Burwood,h,-37.7664,144.9797,38.39285714
Fairfield,h,-37.7933,144.9938,38.4057971
Ashburton,h,-37.8515,145.0324,38.44621514
Spotswood,h,-37.79379,144.98809,38.46153846
Pascoe Vale,h,-37.7953,144.9882,38.46153846
Essendon,h,-37.812,145.0876,38.46153846
Surrey Hills,h,-37.82671,145.11068,38.46153846
Hawthorn,u,-37.712,144.91761,38.46153846
Balwyn,h,-37.7461,144.9584,38.49765258
Brunswick West,h,-37.78963,145.16973,38.55932203
Maidstone,h,-37.82785,145.03816,38.56502242
Glen Iris,h,-37.77748,144.90652,38.56502242
Reservoir,h,-37.7481,144.9663,38.5665529
Middle Park,u,-37.8323,144.9463,38.58695652
Hawthorn East,h,-37.77708,144.90914,38.62068966
Kew,u,-37.8723,145.1089,38.67924528
Bentleigh,t,-37.8123,144.8888,38.69731801
Bentleigh,h,-37.815,144.8928,38.72340426
Balwyn North,h,-37.8147,145.0571,38.75
Elwood,h,-37.8206,144.9913,38.75598086
Reservoir,h,-37.7815,145.1279,38.80126183
West Melbourne,u,-37.8259,145.0107,38.88888889
Pascoe Vale,h,-37.8416,144.9959,38.91402715
Cairnlea,h,-37.7482,144.86924,38.91891892
Balwyn North,h,-37.91582,145.048,38.92773893
Brunswick,h,-37.8274,144.9967,38.93129771
Camberwell,h,-37.71679,144.90901,38.94230769
St Albans,h,-37.7277,145.0248,38.99371069
Balwyn North,t,-37.7072,144.9252,39.02439024
Port Melbourne,h,-37.8454,144.9888,39.04109589
Aberfeldie,u,-37.94887,145.02647,39.04761905
Bentleigh East,h,-37.7833,144.9681,39.0625
Preston,h,-37.7642,144.9963,39.08045977
Glenroy,h,-37.83637,144.94916,39.13043478
Balwyn North,h,-37.7073,144.9277,39.1509434
Fitzroy,u,-37.7957,144.932,39.1959799
Bentleigh,h,-37.83591,144.94963,39.21568627
Brighton East,h,-37.7234,144.9497,39.21568627
Brunswick West,h,-37.84627,145.08366,39.2223053
Armadale,h,-37.7929,144.9287,39.26380368
Hillside,h,-37.7359,144.9711,39.27125506
Balwyn North,h,-37.7325,144.8621,39.27492447
Port Melbourne,u,-37.8067,144.8934,39.28571429
Pascoe Vale,h,-37.8346,144.9453,39.28571429
Canterbury,h,-37.767,145.119,39.28571429
Airport West,t,-37.793,144.9728,39.31623932
Yarraville,t,-37.83898,144.92723,39.33333333
Blackburn North,h,-37.7261,144.9961,39.3442623
Camberwell,h,-37.7039,144.8986,39.35018051
Hawthorn East,h,-37.7949,145.1014,39.35483871
Reservoir,h,-37.8486,145.0244,39.36170213
Bulleen,h,-37.826,145.0729,39.38461538
St Kilda,u,-37.8527,144.9657,39.39393939
Avondale Heights,h,-37.8869,145.0628,39.42731278
West Melbourne,h,-37.9272,145.0406,39.46488294
Altona,u,-37.8065,144.9768,39.47368421
Avondale Heights,h,-37.8219,145.0096,39.47368421
Albert Park,h,-37.70917,144.92291,39.51612903
Kew East,h,-37.8936,144.9982,39.57746479
St Kilda,h,-37.8319,145.0503,39.5793499
Southbank,u,-37.7912,144.9967,39.63414634
Forest Hill,h,-37.7152,144.9349,39.63963964
Glen Iris,h,-37.7778,144.9061,39.64912281
Tullamarine,h,-37.7108,145.0289,39.66480447
Brunswick,h,-37.839,144.948,39.69465649
Hadfield,h,-37.8479,144.9988,39.69465649
Carnegie,h,-37.759,144.9597,39.69849246
Gowanbrae,h,-37.8175,144.8929,39.71962617
Beaumaris,h,-37.96,145.02068,39.74358974
Newport,h,-37.7687,144.9922,39.76833977
Yarraville,h,-37.8162,145.006,39.77272727
Reservoir,h,-37.94633,145.04947,39.80263158
Deer Park,h,-37.9084,145.0532,39.8089172
Hawthorn East,u,-37.82865,145.18624,39.82300885
Seddon,h,-37.7271,144.9261,39.86254296
Murrumbeena,h,-37.7925,144.9995,39.87341772
Balwyn North,h,-37.9198,145.0789,39.87341772
Balwyn North,h,-37.75782,144.97608,39.89218329
Altona North,h,-37.8225,145.0007,39.8989899
Richmond,h,-37.7691,144.9321,39.90306947
Kew,t,-37.7833,144.8817,39.93506494
Richmond,u,-37.86924,145.0281,40
Fitzroy North,h,-37.75557,144.91246,40
West Footscray,h,-37.7609,144.9623,40
Brunswick West,h,-37.8553,145.007,40.07352941
South Melbourne,h,-37.768,144.8894,40.0990099
Hawthorn East,h,-37.93001,145.01368,40.11627907
Taylors Lakes,h,-37.90552,145.03087,40.11904762
Reservoir,h,-37.80697,144.8928,40.13157895
Templestowe Lower,h,-37.80697,144.8928,40.13157895
Mont Albert,u,-37.91657,145.05534,40.14084507
Hampton,h,-37.70305,144.89815,40.14778325
Flemington,h,-37.7989,144.9275,40.15151515
Reservoir,u,-37.8686,144.8182,40.15748031
Malvern East,h,-37.8206,145.0785,40.16620499
Footscray,u,-37.7898,144.9794,40.18691589
Brunswick,u,-37.7768,144.9223,40.28776978
Moonee Ponds,h,-37.8904,145.0387,40.33898305
Ringwood East,h,-37.8975,144.9991,40.3539823
Balwyn,h,-37.76577,145.10729,40.36144578
Hawthorn East,u,-37.84489,145.1454,40.37478705
Mount Waverley,h,-37.8441,144.8805,40.37558685
Coburg,h,-37.8192,145.111,40.39215686
Footscray,u,-37.81068,144.99394,40.4040404
Williamstown,h,-37.7944,145.0327,40.4048583
Brighton,u,-37.7449,144.9754,40.44117647
Maidstone,t,-37.8284,144.9989,40.45454545
Balwyn North,h,-37.7006,144.9299,40.47619048
Ashburton,h,-37.6955,145.0097,40.55944056
South Yarra,u,-37.82,144.891,40.57971014
Carlton North,h,-37.7508,144.9608,40.58823529
Malvern East,h,-37.7989,144.9713,40.59405941
Burwood,h,-37.72196,144.93017,40.6360424
Pascoe Vale,t,-37.84507,144.8792,40.64171123
St Kilda,u,-37.8551,144.968,40.6504065
Brighton East,h,-37.8061,145.0801,40.66666667
Murrumbeena,h,-37.7625,144.9653,40.6779661
Sunshine West,h,-37.9143,145.06582,40.68627451
Camberwell,h,-37.702,145.0148,40.74074074
Yarraville,h,-37.77492,144.9922,40.76086957
Preston,u,-37.8445,145.0182,40.77134986
Mount Waverley,h,-37.86058,145.08542,40.82840237
Balwyn North,h,-37.7519,144.9324,40.83969466
Taylors Lakes,h,-37.8582,145.0138,40.85257549
Doncaster,h,-37.8947,145.0722,40.86021505
Sunshine,h,-37.8518,145.0032,40.86956522
Balwyn North,h,-37.8454,145.0974,40.90202177
St Kilda,u,-37.7873,144.9911,40.90909091
Oakleigh,h,-37.8646,144.8272,40.90909091
Boronia,h,-37.9125,145.0114,40.93567251
Balwyn North,h,-37.7808,145.1185,40.95665172
Footscray,h,-37.9396,145.0156,41.02564103
Abbotsford,h,-37.7731,144.9206,41.04046243
Surrey Hills,h,-37.8424,144.8653,41.07142857
South Yarra,u,-37.8108,144.888,41.07744108
Newport,h,-37.8357,145.0697,41.09589041
Coburg,h,-37.7701,144.9886,41.11111111
Niddrie,t,-37.8424,144.9562,41.13475177
Pascoe Vale,h,-37.83658,144.86199,41.17647059
Hawthorn,h,-37.82895,145.17678,41.17647059
Glen Iris,h,-37.8598,145.0796,41.19205298
Brunswick,h,-37.827,145.0737,41.19318182
Chadstone,u,-37.792,144.9324,41.2
Preston,h,-37.8658,144.9774,41.21212121
Strathmore,h,-37.9107,145.0598,41.2371134
Balwyn,t,-37.8028,145.0768,41.25874126
Balwyn,t,-37.8028,145.0768,41.25874126
Mitcham,h,-37.836,145.1046,41.29554656
Brighton East,h,-37.8218,145.0132,41.30434783
South Yarra,u,-37.85232,144.89008,41.30434783
St Albans,h,-37.7825,145.0104,41.30434783
Balwyn North,t,-37.804,145.0951,41.30925508
Newport,u,-37.8438,145.066,41.33333333
Reservoir,u,-37.7948,144.884,41.36125654
Surrey Hills,h,-37.8901,145.0224,41.37931034
South Yarra,t,-37.85601,144.96596,41.38655462
Elwood,u,-37.8448,145.0123,41.4159292
Bentleigh East,h,-37.7822,144.9065,41.45299145
Glen Iris,h,-37.93633,145.07342,41.48148148
Maribyrnong,t,-37.8065,145.065,41.4893617
Pascoe Vale,u,-37.80124,144.99459,41.50943396
Alphington,h,-37.88678,145.12748,41.52542373
Canterbury,h,-37.74016,144.88805,41.53846154
Glen Iris,h,-37.74016,144.88805,41.53846154
Moonee Ponds,h,-37.76431,145.17778,41.54460719
Brighton East,h,-37.9176,145.0566,41.57303371
Altona Meadows,h,-37.78284,144.88098,41.60305344
St Albans,h,-37.73681,144.90587,41.61184211
Preston,h,-37.8446,144.9896,41.66666667
Malvern,h,-37.7697,144.96866,41.66666667
Brunswick,u,-37.75668,145.00929,41.66666667
Glen Waverley,h,-37.90718,145.03193,41.69611307
Reservoir,h,-37.79853,144.99256,41.7218543
Hampton,h,-37.8127,145.0451,41.7625
Footscray,u,-37.7263,144.8679,41.8079096
Avondale Heights,h,-37.7759,144.9909,41.86046512
